Time,Interval Start,Interval End,Load,Location,Estimated_Temperature_F
2026-06-10 04:50:00,2026-06-10 04:50:00-04:00,2026-06-10 04:55:00-04:00,10729.576,ISO-NE System Total,68.10382600675965
2026-06-10 04:55:00,2026-06-10 04:55:00-04:00,2026-06-10 05:00:00-04:00,10745.858,ISO-NE System Total,68.1147695048401
2026-06-10 05:00:00,2026-06-10 05:00:00-04:00,2026-06-10 05:05:00-04:00,10879.246,ISO-NE System Total,70.13387021624413
2026-06-10 05:05:00,2026-06-10 05:05:00-04:00,2026-06-10 05:10:00-04:00,10881.754,ISO-NE System Total,70.13555589940259
2026-06-10 05:10:00,2026-06-10 05:10:00-04:00,2026-06-10 05:15:00-04:00,10935.46,ISO-NE System Total,70.17165290885526
2026-06-10 05:15:00,2026-06-10 05:15:00-04:00,2026-06-10 05:20:00-04:00,11021.52,ISO-NE System Total,70.22949576874981
2026-06-10 05:20:00,2026-06-10 05:20:00-04:00,2026-06-10 05:25:00-04:00,11030.511,ISO-NE System Total,70.23553882189077
2026-06-10 05:25:00,2026-06-10 05:25:00-04:00,2026-06-10 05:30:00-04:00,10975.682,ISO-NE System Total,70.19868701890266
2026-06-10 05:30:00,2026-06-10 05:30:00-04:00,2026-06-10 05:35:00-04:00,11038.876,ISO-NE System Total,70.2411611263646
2026-06-10 05:35:00,2026-06-10 05:35:00-04:00,2026-06-10 05:40:00-04:00,11060.187,ISO-NE System Total,70.25548472835408
2026-06-10 05:40:00,2026-06-10 05:40:00-04:00,2026-06-10 05:45:00-04:00,11093.888,ISO-NE System Total,70.27813592776502
2026-06-10 05:45:00,2026-06-10 05:45:00-04:00,2026-06-10 05:50:00-04:00,11171.621,ISO-NE System Total,70.33038202383966
2026-06-10 05:50:00,2026-06-10 05:50:00-04:00,2026-06-10 05:55:00-04:00,11236.238,ISO-NE System Total,70.37381256157855
2026-06-10 05:55:00,2026-06-10 05:55:00-04:00,2026-06-10 06:00:00-04:00,11261.945,ISO-NE System Total,70.39109081395256
2026-06-10 06:00:00,2026-06-10 06:00:00-04:00,2026-06-10 06:05:00-04:00,11366.259,ISO-NE System Total,72.53175495826147
2026-06-10 06:05:00,2026-06-10 06:05:00-04:00,2026-06-10 06:10:00-04:00,11525.065,ISO-NE System Total,72.63849203946546
2026-06-10 06:10:00,2026-06-10 06:10:00-04:00,2026-06-10 06:15:00-04:00,11657.221,ISO-NE System Total,72.72731705680482
2026-06-10 06:15:00,2026-06-10 06:15:00-04:00,2026-06-10 06:20:00-04:00,11735.114,ISO-NE System Total,72.7796706924749
2026-06-10 06:20:00,2026-06-10 06:20:00-04:00,2026-06-10 06:25:00-04:00,11776.843,ISO-NE System Total,72.8077176910868
2026-06-10 06:25:00,2026-06-10 06:25:00-04:00,2026-06-10 06:30:00-04:00,11869.098,ISO-NE System Total,72.8697243496921
2026-06-10 06:30:00,2026-06-10 06:30:00-04:00,2026-06-10 06:35:00-04:00,11873.182,ISO-NE System Total,72.87246929786558
2026-06-10 06:35:00,2026-06-10 06:35:00-04:00,2026-06-10 06:40:00-04:00,11917.172,ISO-NE System Total,72.90203596538547
2026-06-10 06:40:00,2026-06-10 06:40:00-04:00,2026-06-10 06:45:00-04:00,11976.439,ISO-NE System Total,72.94187064790198
2026-06-10 06:45:00,2026-06-10 06:45:00-04:00,2026-06-10 06:50:00-04:00,12006.021,ISO-NE System Total,72.96175337485295
2026-06-10 06:50:00,2026-06-10 06:50:00-04:00,2026-06-10 06:55:00-04:00,12018.925,ISO-NE System Total,72.97042644322478
2026-06-10 06:55:00,2026-06-10 06:55:00-04:00,2026-06-10 07:00:00-04:00,12066.958,ISO-NE System Total,73.00271050189681
2026-06-10 07:00:00,2026-06-10 07:00:00-04:00,2026-06-10 07:05:00-04:00,12141.193,ISO-NE System Total,75.12315787438644
2026-06-10 07:05:00,2026-06-10 07:05:00-04:00,2026-06-10 07:10:00-04:00,12230.013,ISO-NE System Total,75.18285579230223
2026-06-10 07:10:00,2026-06-10 07:10:00-04:00,2026-06-10 07:15:00-04:00,12264.57,ISO-NE System Total,75.20608232854877
2026-06-10 07:15:00,2026-06-10 07:15:00-04:00,2026-06-10 07:20:00-04:00,12253.555,ISO-NE System Total,75.19867889952553
2026-06-10 07:20:00,2026-06-10 07:20:00-04:00,2026-06-10 07:25:00-04:00,12273.746,ISO-NE System Total,75.21224972434695
2026-06-10 07:25:00,2026-06-10 07:25:00-04:00,2026-06-10 07:30:00-04:00,12256.46,ISO-NE System Total,75.20063141530517
2026-06-10 07:30:00,2026-06-10 07:30:00-04:00,2026-06-10 07:35:00-04:00,12220.447,ISO-NE System Total,75.17642626874016
2026-06-10 07:35:00,2026-06-10 07:35:00-04:00,2026-06-10 07:40:00-04:00,12200.854,ISO-NE System Total,75.16325737315668
2026-06-10 07:40:00,2026-06-10 07:40:00-04:00,2026-06-10 07:45:00-04:00,12195.58,ISO-NE System Total,75.15971259924217
2026-06-10 07:45:00,2026-06-10 07:45:00-04:00,2026-06-10 07:50:00-04:00,12197.461,ISO-NE System Total,75.160976861611
2026-06-10 07:50:00,2026-06-10 07:50:00-04:00,2026-06-10 07:55:00-04:00,12123.754,ISO-NE System Total,75.1114367306065
2026-06-10 07:55:00,2026-06-10 07:55:00-04:00,2026-06-10 08:00:00-04:00,12090.212,ISO-NE System Total,75.08889239866849
2026-06-10 08:00:00,2026-06-10 08:00:00-04:00,2026-06-10 08:05:00-04:00,12112.452,ISO-NE System Total,77.03328804161379
2026-06-10 08:05:00,2026-06-10 08:05:00-04:00,2026-06-10 08:10:00-04:00,12164.207,ISO-NE System Total,77.06807374012463
2026-06-10 08:10:00,2026-06-10 08:10:00-04:00,2026-06-10 08:15:00-04:00,12128.423,ISO-NE System Total,77.04402250960561
2026-06-10 08:15:00,2026-06-10 08:15:00-04:00,2026-06-10 08:20:00-04:00,12088.725,ISO-NE System Total,77.01734059173326
2026-06-10 08:20:00,2026-06-10 08:20:00-04:00,2026-06-10 08:25:00-04:00,12081.304,ISO-NE System Total,77.0123527708725
2026-06-10 08:25:00,2026-06-10 08:25:00-04:00,2026-06-10 08:30:00-04:00,12034.865,ISO-NE System Total,76.98114007541999
2026-06-10 08:30:00,2026-06-10 08:30:00-04:00,2026-06-10 08:35:00-04:00,12030.368,ISO-NE System Total,76.97811754066579
2026-06-10 08:35:00,2026-06-10 08:35:00-04:00,2026-06-10 08:40:00-04:00,11991.955,ISO-NE System Total,76.95229930016927
2026-06-10 08:40:00,2026-06-10 08:40:00-04:00,2026-06-10 08:45:00-04:00,11979.92,ISO-NE System Total,76.94421030622516
2026-06-10 08:45:00,2026-06-10 08:45:00-04:00,2026-06-10 08:50:00-04:00,11909.304,ISO-NE System Total,76.89674770577996
2026-06-10 08:50:00,2026-06-10 08:50:00-04:00,2026-06-10 08:55:00-04:00,11897.582,ISO-NE System Total,76.88886908616941
2026-06-10 08:55:00,2026-06-10 08:55:00-04:00,2026-06-10 09:00:00-04:00,11915.129,ISO-NE System Total,76.90066281917626
2026-06-10 09:00:00,2026-06-10 09:00:00-04:00,2026-06-10 09:05:00-04:00,11902.788,ISO-NE System Total,78.54922240524826
2026-06-10 09:05:00,2026-06-10 09:05:00-04:00,2026-06-10 09:10:00-04:00,11903.852,ISO-NE System Total,78.54993754355789
2026-06-10 09:10:00,2026-06-10 09:10:00-04:00,2026-06-10 09:15:00-04:00,11890.092,ISO-NE System Total,78.54068913835049
2026-06-10 09:15:00,2026-06-10 09:15:00-04:00,2026-06-10 09:20:00-04:00,11891.039,ISO-NE System Total,78.54132563833097
2026-06-10 09:20:00,2026-06-10 09:20:00-04:00,2026-06-10 09:25:00-04:00,11855.047,ISO-NE System Total,78.51713460633789
2026-06-10 09:25:00,2026-06-10 09:25:00-04:00,2026-06-10 09:30:00-04:00,11893.586,ISO-NE System Total,78.5430375342658
2026-06-10 09:30:00,2026-06-10 09:30:00-04:00,2026-06-10 09:35:00-04:00,12051.54,ISO-NE System Total,78.6492019671241
2026-06-10 09:35:00,2026-06-10 09:35:00-04:00,2026-06-10 09:40:00-04:00,11904.667,ISO-NE System Total,78.55048532337214
2026-06-10 09:40:00,2026-06-10 09:40:00-04:00,2026-06-10 09:45:00-04:00,11902.749,ISO-NE System Total,78.54919619247187
2026-06-10 09:45:00,2026-06-10 09:45:00-04:00,2026-06-10 09:50:00-04:00,11890.639,ISO-NE System Total,78.54105678934238
2026-06-10 09:50:00,2026-06-10 09:50:00-04:00,2026-06-10 09:55:00-04:00,11908.494,ISO-NE System Total,78.55305753607045
2026-06-10 09:55:00,2026-06-10 09:55:00-04:00,2026-06-10 10:00:00-04:00,11931.437,ISO-NE System Total,78.56847804193335
2026-06-10 10:00:00,2026-06-10 10:00:00-04:00,2026-06-10 10:05:00-04:00,11948.335,ISO-NE System Total,79.85118454823935
2026-06-10 10:05:00,2026-06-10 10:05:00-04:00,2026-06-10 10:10:00-04:00,11985.841,ISO-NE System Total,79.87639317365424
2026-06-10 10:10:00,2026-06-10 10:10:00-04:00,2026-06-10 10:15:00-04:00,11994.405,ISO-NE System Total,79.88214923049989
2026-06-10 10:15:00,2026-06-10 10:15:00-04:00,2026-06-10 10:20:00-04:00,12035.56,ISO-NE System Total,79.90981043081317
2026-06-10 10:20:00,2026-06-10 10:20:00-04:00,2026-06-10 10:25:00-04:00,12056.307,ISO-NE System Total,79.92375495572873
2026-06-10 10:25:00,2026-06-10 10:25:00-04:00,2026-06-10 10:30:00-04:00,12073.013,ISO-NE System Total,79.93498343373707
2026-06-10 10:30:00,2026-06-10 10:30:00-04:00,2026-06-10 10:35:00-04:00,12111.978,ISO-NE System Total,79.96117268583782
2026-06-10 10:35:00,2026-06-10 10:35:00-04:00,2026-06-10 10:40:00-04:00,12139.507,ISO-NE System Total,79.97967554535488
2026-06-10 10:40:00,2026-06-10 10:40:00-04:00,2026-06-10 10:45:00-04:00,12184.213,ISO-NE System Total,80.00972345256434
2026-06-10 10:45:00,2026-06-10 10:45:00-04:00,2026-06-10 10:50:00-04:00,12189.703,ISO-NE System Total,80.0134134049327
2026-06-10 10:50:00,2026-06-10 10:50:00-04:00,2026-06-10 10:55:00-04:00,12254.504,ISO-NE System Total,80.05696761320631
2026-06-10 10:55:00,2026-06-10 10:55:00-04:00,2026-06-10 11:00:00-04:00,12375.621,ISO-NE System Total,80.13837307058313
2026-06-10 11:00:00,2026-06-10 11:00:00-04:00,2026-06-10 11:05:00-04:00,12364.197,ISO-NE System Total,80.9298981235061
2026-06-10 11:05:00,2026-06-10 11:05:00-04:00,2026-06-10 11:10:00-04:00,12438.462,ISO-NE System Total,80.9798132988497
2026-06-10 11:10:00,2026-06-10 11:10:00-04:00,2026-06-10 11:15:00-04:00,12520.718,ISO-NE System Total,81.03509940486279
2026-06-10 11:15:00,2026-06-10 11:15:00-04:00,2026-06-10 11:20:00-04:00,12633.706,ISO-NE System Total,81.11104117866905
2026-06-10 11:20:00,2026-06-10 11:20:00-04:00,2026-06-10 11:25:00-04:00,12632.003,ISO-NE System Total,81.10989655410015
2026-06-10 11:25:00,2026-06-10 11:25:00-04:00,2026-06-10 11:30:00-04:00,12683.2,ISO-NE System Total,81.1443072082719
2026-06-10 11:30:00,2026-06-10 11:30:00-04:00,2026-06-10 11:35:00-04:00,12689.727,ISO-NE System Total,81.14869415164317
2026-06-10 11:35:00,2026-06-10 11:35:00-04:00,2026-06-10 11:40:00-04:00,12765.075,ISO-NE System Total,81.19933723562336
2026-06-10 11:40:00,2026-06-10 11:40:00-04:00,2026-06-10 11:45:00-04:00,12789.868,ISO-NE System Total,81.21600116805847
2026-06-10 11:45:00,2026-06-10 11:45:00-04:00,2026-06-10 11:50:00-04:00,12827.635,ISO-NE System Total,81.24138521743842
2026-06-10 11:50:00,2026-06-10 11:50:00-04:00,2026-06-10 11:55:00-04:00,12840.517,ISO-NE System Total,81.25004349911588
2026-06-10 11:55:00,2026-06-10 11:55:00-04:00,2026-06-10 12:00:00-04:00,12888.128,ISO-NE System Total,81.28204392210495
2026-06-10 12:00:00,2026-06-10 12:00:00-04:00,2026-06-10 12:05:00-04:00,12907.747,ISO-NE System Total,81.56782368256015
2026-06-10 12:05:00,2026-06-10 12:05:00-04:00,2026-06-10 12:10:00-04:00,12945.25,ISO-NE System Total,81.59303029160762
2026-06-10 12:10:00,2026-06-10 12:10:00-04:00,2026-06-10 12:15:00-04:00,13011.472,ISO-NE System Total,81.63753958591319
2026-06-10 12:15:00,2026-06-10 12:15:00-04:00,2026-06-10 12:20:00-04:00,12998.534,ISO-NE System Total,81.62884366537733
2026-06-10 12:20:00,2026-06-10 12:20:00-04:00,2026-06-10 12:25:00-04:00,13032.303,ISO-NE System Total,81.65154056911634
2026-06-10 12:25:00,2026-06-10 12:25:00-04:00,2026-06-10 12:30:00-04:00,13067.694,ISO-NE System Total,81.67532765550408
2026-06-10 12:30:00,2026-06-10 12:30:00-04:00,2026-06-10 12:35:00-04:00,13135.627,ISO-NE System Total,81.72098695135833
2026-06-10 12:35:00,2026-06-10 12:35:00-04:00,2026-06-10 12:40:00-04:00,13167.579,ISO-NE System Total,81.74246260856668
2026-06-10 12:40:00,2026-06-10 12:40:00-04:00,2026-06-10 12:45:00-04:00,13238.888,ISO-NE System Total,81.79039098988461
2026-06-10 12:45:00,2026-06-10 12:45:00-04:00,2026-06-10 12:50:00-04:00,13297.834,ISO-NE System Total,81.83000992108778
2026-06-10 12:50:00,2026-06-10 12:50:00-04:00,2026-06-10 12:55:00-04:00,13384.653,ISO-NE System Total,81.88836292193818
2026-06-10 12:55:00,2026-06-10 12:55:00-04:00,2026-06-10 13:00:00-04:00,13430.204,ISO-NE System Total,81.91897877263604
2026-06-10 13:00:00,2026-06-10 13:00:00-04:00,2026-06-10 13:05:00-04:00,13505.226,ISO-NE System Total,81.69680935500307
2026-06-10 13:05:00,2026-06-10 13:05:00-04:00,2026-06-10 13:10:00-04:00,13639.896,ISO-NE System Total,81.7873240882357
2026-06-10 13:10:00,2026-06-10 13:10:00-04:00,2026-06-10 13:15:00-04:00,13683.988,ISO-NE System Total,81.81695931224768
2026-06-10 13:15:00,2026-06-10 13:15:00-04:00,2026-06-10 13:20:00-04:00,13729.943,ISO-NE System Total,81.847846700424
2026-06-10 13:20:00,2026-06-10 13:20:00-04:00,2026-06-10 13:25:00-04:00,13804.348,ISO-NE System Total,81.8978559729136
2026-06-10 13:25:00,2026-06-10 13:25:00-04:00,2026-06-10 13:30:00-04:00,13889.827,ISO-NE System Total,81.95530832965223
2026-06-10 13:30:00,2026-06-10 13:30:00-04:00,2026-06-10 13:35:00-04:00,13978.061,ISO-NE System Total,82.01461238379976
2026-06-10 13:35:00,2026-06-10 13:35:00-04:00,2026-06-10 13:40:00-04:00,13994.156,ISO-NE System Total,82.02543019497804
2026-06-10 13:40:00,2026-06-10 13:40:00-04:00,2026-06-10 13:45:00-04:00,14100.039,ISO-NE System Total,82.09659653862452
2026-06-10 13:45:00,2026-06-10 13:45:00-04:00,2026-06-10 13:50:00-04:00,14187.226,ISO-NE System Total,82.15519688054442
2026-06-10 13:50:00,2026-06-10 13:50:00-04:00,2026-06-10 13:55:00-04:00,14389.486,ISO-NE System Total,82.2911403716236
2026-06-10 13:55:00,2026-06-10 13:55:00-04:00,2026-06-10 14:00:00-04:00,14429.554,ISO-NE System Total,82.31807097481038
2026-06-10 14:00:00,2026-06-10 14:00:00-04:00,2026-06-10 14:05:00-04:00,14512.053,ISO-NE System Total,81.57431702654702
2026-06-10 14:05:00,2026-06-10 14:05:00-04:00,2026-06-10 14:10:00-04:00,14641.034,ISO-NE System Total,81.66100805503946
2026-06-10 14:10:00,2026-06-10 14:10:00-04:00,2026-06-10 14:15:00-04:00,14770.097,ISO-NE System Total,81.74775419757457
2026-06-10 14:15:00,2026-06-10 14:15:00-04:00,2026-06-10 14:20:00-04:00,14894.395,ISO-NE System Total,81.83129767653314
2026-06-10 14:20:00,2026-06-10 14:20:00-04:00,2026-06-10 14:25:00-04:00,15011.289,ISO-NE System Total,81.90986476071295
2026-06-10 14:25:00,2026-06-10 14:25:00-04:00,2026-06-10 14:30:00-04:00,15134.43,ISO-NE System Total,81.99263059397202
2026-06-10 14:30:00,2026-06-10 14:30:00-04:00,2026-06-10 14:35:00-04:00,15300.465,ISO-NE System Total,82.10422644852225
2026-06-10 14:35:00,2026-06-10 14:35:00-04:00,2026-06-10 14:40:00-04:00,15430.896,ISO-NE System Total,82.19189205459833
2026-06-10 14:40:00,2026-06-10 14:40:00-04:00,2026-06-10 14:45:00-04:00,15611.33,ISO-NE System Total,82.31316580061524
2026-06-10 14:45:00,2026-06-10 14:45:00-04:00,2026-06-10 14:50:00-04:00,15702.007,ISO-NE System Total,82.37411184996056
2026-06-10 14:50:00,2026-06-10 14:50:00-04:00,2026-06-10 14:55:00-04:00,15806.355,ISO-NE System Total,82.44424648561333
2026-06-10 14:55:00,2026-06-10 14:55:00-04:00,2026-06-10 15:00:00-04:00,15951.889,ISO-NE System Total,82.54206315737599
2026-06-10 15:00:00,2026-06-10 15:00:00-04:00,2026-06-10 15:05:00-04:00,16068.031,ISO-NE System Total,81.34877582467412
2026-06-10 15:05:00,2026-06-10 15:05:00-04:00,2026-06-10 15:10:00-04:00,16195.837,ISO-NE System Total,81.4346771092626
2026-06-10 15:10:00,2026-06-10 15:10:00-04:00,2026-06-10 15:15:00-04:00,16346.276,ISO-NE System Total,81.53579054174782
2026-06-10 15:15:00,2026-06-10 15:15:00-04:00,2026-06-10 15:20:00-04:00,16414.717,ISO-NE System Total,81.58179127581757
2026-06-10 15:20:00,2026-06-10 15:20:00-04:00,2026-06-10 15:25:00-04:00,16510.085,ISO-NE System Total,81.64589025167656
2026-06-10 15:25:00,2026-06-10 15:25:00-04:00,2026-06-10 15:30:00-04:00,16602.957,ISO-NE System Total,81.70831160984676
2026-06-10 15:30:00,2026-06-10 15:30:00-04:00,2026-06-10 15:35:00-04:00,16731.48,ISO-NE System Total,81.79469480624728
2026-06-10 15:35:00,2026-06-10 15:35:00-04:00,2026-06-10 15:40:00-04:00,16828.913,ISO-NE System Total,81.86018171500984
2026-06-10 15:40:00,2026-06-10 15:40:00-04:00,2026-06-10 15:45:00-04:00,16942.53,ISO-NE System Total,81.93654625385065
2026-06-10 15:45:00,2026-06-10 15:45:00-04:00,2026-06-10 15:50:00-04:00,17086.259,ISO-NE System Total,82.0331497445523
2026-06-10 15:50:00,2026-06-10 15:50:00-04:00,2026-06-10 15:55:00-04:00,17227.994,ISO-NE System Total,82.12841302304587
2026-06-10 15:55:00,2026-06-10 15:55:00-04:00,2026-06-10 16:00:00-04:00,17307.116,ISO-NE System Total,82.18159269723337
2026-06-10 16:00:00,2026-06-10 16:00:00-04:00,2026-06-10 16:05:00-04:00,17361.452,ISO-NE System Total,80.56125889435069
2026-06-10 16:05:00,2026-06-10 16:05:00-04:00,2026-06-10 16:10:00-04:00,17474.855,ISO-NE System Total,80.63747959898261
2026-06-10 16:10:00,2026-06-10 16:10:00-04:00,2026-06-10 16:15:00-04:00,17527.263,ISO-NE System Total,80.67270419346731
2026-06-10 16:15:00,2026-06-10 16:15:00-04:00,2026-06-10 16:20:00-04:00,17639.191,ISO-NE System Total,80.74793351745382
2026-06-10 16:20:00,2026-06-10 16:20:00-04:00,2026-06-10 16:25:00-04:00,17742.591,ISO-NE System Total,80.81743098100364
2026-06-10 16:25:00,2026-06-10 16:25:00-04:00,2026-06-10 16:30:00-04:00,17811.414,ISO-NE System Total,80.86368846585749
2026-06-10 16:30:00,2026-06-10 16:30:00-04:00,2026-06-10 16:35:00-04:00,17867.979,ISO-NE System Total,80.9017070734561
2026-06-10 16:35:00,2026-06-10 16:35:00-04:00,2026-06-10 16:40:00-04:00,17952.382,ISO-NE System Total,80.95843622641543
2026-06-10 16:40:00,2026-06-10 16:40:00-04:00,2026-06-10 16:45:00-04:00,18089.548,ISO-NE System Total,81.05062857733685
2026-06-10 16:45:00,2026-06-10 16:45:00-04:00,2026-06-10 16:50:00-04:00,18130.873,ISO-NE System Total,81.07840403847027
2026-06-10 16:50:00,2026-06-10 16:50:00-04:00,2026-06-10 16:55:00-04:00,18111.814,ISO-NE System Total,81.06559405628656
2026-06-10 16:55:00,2026-06-10 16:55:00-04:00,2026-06-10 17:00:00-04:00,18206.591,ISO-NE System Total,81.1292958077649
2026-06-10 17:00:00,2026-06-10 17:00:00-04:00,2026-06-10 17:05:00-04:00,18207.486,ISO-NE System Total,79.20044971819705
2026-06-10 17:05:00,2026-06-10 17:05:00-04:00,2026-06-10 17:10:00-04:00,18211.052,ISO-NE System Total,79.2028465069303
2026-06-10 17:10:00,2026-06-10 17:10:00-04:00,2026-06-10 17:15:00-04:00,18214.141,ISO-NE System Total,79.20492269324467
2026-06-10 17:15:00,2026-06-10 17:15:00-04:00,2026-06-10 17:20:00-04:00,18337.338,ISO-NE System Total,79.28772616536214
2026-06-10 17:20:00,2026-06-10 17:20:00-04:00,2026-06-10 17:25:00-04:00,18312.963,ISO-NE System Total,79.2713431801201
2026-06-10 17:25:00,2026-06-10 17:25:00-04:00,2026-06-10 17:30:00-04:00,18412.295,ISO-NE System Total,79.33810644945599
2026-06-10 17:30:00,2026-06-10 17:30:00-04:00,2026-06-10 17:35:00-04:00,18495.48,ISO-NE System Total,79.39401695724507
2026-06-10 17:35:00,2026-06-10 17:35:00-04:00,2026-06-10 17:40:00-04:00,18604.936,ISO-NE System Total,79.46758479448211
2026-06-10 17:40:00,2026-06-10 17:40:00-04:00,2026-06-10 17:45:00-04:00,18640.643,ISO-NE System Total,79.49158427157083
2026-06-10 17:45:00,2026-06-10 17:45:00-04:00,2026-06-10 17:50:00-04:00,18658.479,ISO-NE System Total,79.50357224797193
2026-06-10 17:50:00,2026-06-10 17:50:00-04:00,2026-06-10 17:55:00-04:00,18723.557,ISO-NE System Total,79.54731263417014
2026-06-10 17:55:00,2026-06-10 17:55:00-04:00,2026-06-10 18:00:00-04:00,18798.598,ISO-NE System Total,79.59774937655159
2026-06-10 18:00:00,2026-06-10 18:00:00-04:00,2026-06-10 18:05:00-04:00,18744.983,ISO-NE System Total,77.49116116942365
2026-06-10 18:05:00,2026-06-10 18:05:00-04:00,2026-06-10 18:10:00-04:00,18684.98,ISO-NE System Total,77.45083180476814
2026-06-10 18:10:00,2026-06-10 18:10:00-04:00,2026-06-10 18:15:00-04:00,18675.699,ISO-NE System Total,77.44459383611044
2026-06-10 18:15:00,2026-06-10 18:15:00-04:00,2026-06-10 18:20:00-04:00,18700.479,ISO-NE System Total,77.46124903095343
2026-06-10 18:20:00,2026-06-10 18:20:00-04:00,2026-06-10 18:25:00-04:00,18685.646,ISO-NE System Total,77.45127943833414
2026-06-10 18:25:00,2026-06-10 18:25:00-04:00,2026-06-10 18:30:00-04:00,18649.73,ISO-NE System Total,77.42713948764889
2026-06-10 18:30:00,2026-06-10 18:30:00-04:00,2026-06-10 18:35:00-04:00,18695.031,ISO-NE System Total,77.45758730772886
2026-06-10 18:35:00,2026-06-10 18:35:00-04:00,2026-06-10 18:40:00-04:00,18721.302,ISO-NE System Total,77.47524463717681
2026-06-10 18:40:00,2026-06-10 18:40:00-04:00,2026-06-10 18:45:00-04:00,18690.828,ISO-NE System Total,77.45476237698128
2026-06-10 18:45:00,2026-06-10 18:45:00-04:00,2026-06-10 18:50:00-04:00,18730.125,ISO-NE System Total,77.48117477374257
2026-06-10 18:50:00,2026-06-10 18:50:00-04:00,2026-06-10 18:55:00-04:00,18767.075,ISO-NE System Total,77.50600969906333
2026-06-10 18:55:00,2026-06-10 18:55:00-04:00,2026-06-10 19:00:00-04:00,18725.968,ISO-NE System Total,77.47838076062868
2026-06-10 19:00:00,2026-06-10 19:00:00-04:00,2026-06-10 19:05:00-04:00,18695.424,ISO-NE System Total,75.38729909103998
2026-06-10 19:05:00,2026-06-10 19:05:00-04:00,2026-06-10 19:10:00-04:00,18686.119,ISO-NE System Total,75.38104499144296
2026-06-10 19:10:00,2026-06-10 19:10:00-04:00,2026-06-10 19:15:00-04:00,18573.953,ISO-NE System Total,75.30565570230826
2026-06-10 19:15:00,2026-06-10 19:15:00-04:00,2026-06-10 19:20:00-04:00,18564.871,ISO-NE System Total,75.29955148602238
2026-06-10 19:20:00,2026-06-10 19:20:00-04:00,2026-06-10 19:25:00-04:00,18553.748,ISO-NE System Total,75.29207546777224
2026-06-10 19:25:00,2026-06-10 19:25:00-04:00,2026-06-10 19:30:00-04:00,18551.935,ISO-NE System Total,75.29085690973147
2026-06-10 19:30:00,2026-06-10 19:30:00-04:00,2026-06-10 19:35:00-04:00,18562.26,ISO-NE System Total,75.29779657424938
2026-06-10 19:35:00,2026-06-10 19:35:00-04:00,2026-06-10 19:40:00-04:00,18536.725,ISO-NE System Total,75.28063392694044
2026-06-10 19:40:00,2026-06-10 19:40:00-04:00,2026-06-10 19:45:00-04:00,18578.657,ISO-NE System Total,75.30881736641405
2026-06-10 19:45:00,2026-06-10 19:45:00-04:00,2026-06-10 19:50:00-04:00,18499.135,ISO-NE System Total,75.25536884323795
2026-06-10 19:50:00,2026-06-10 19:50:00-04:00,2026-06-10 19:55:00-04:00,18513.426,ISO-NE System Total,75.2649741454777
2026-06-10 19:55:00,2026-06-10 19:55:00-04:00,2026-06-10 20:00:00-04:00,18522.363,ISO-NE System Total,75.27098090400521
2026-06-10 20:00:00,2026-06-10 20:00:00-04:00,2026-06-10 20:05:00-04:00,18511.767,ISO-NE System Total,73.3344114551177
2026-06-10 20:05:00,2026-06-10 20:05:00-04:00,2026-06-10 20:10:00-04:00,18493.369,ISO-NE System Total,73.32204574588764
2026-06-10 20:10:00,2026-06-10 20:10:00-04:00,2026-06-10 20:15:00-04:00,18457.42,ISO-NE System Total,73.29788361516081
2026-06-10 20:15:00,2026-06-10 20:15:00-04:00,2026-06-10 20:20:00-04:00,18466.254,ISO-NE System Total,73.30382114507377
2026-06-10 20:20:00,2026-06-10 20:20:00-04:00,2026-06-10 20:25:00-04:00,18441.38,ISO-NE System Total,73.28710277071846
2026-06-10 20:25:00,2026-06-10 20:25:00-04:00,2026-06-10 20:30:00-04:00,18420.072,ISO-NE System Total,73.27278118509642
2026-06-10 20:30:00,2026-06-10 20:30:00-04:00,2026-06-10 20:35:00-04:00,18389.583,ISO-NE System Total,73.25228884306382
2026-06-10 20:35:00,2026-06-10 20:35:00-04:00,2026-06-10 20:40:00-04:00,18338.995,ISO-NE System Total,73.21828751147719
2026-06-10 20:40:00,2026-06-10 20:40:00-04:00,2026-06-10 20:45:00-04:00,18310.244,ISO-NE System Total,73.1989633183
2026-06-10 20:45:00,2026-06-10 20:45:00-04:00,2026-06-10 20:50:00-04:00,18254.266,ISO-NE System Total,73.16133924659215
2026-06-10 20:50:00,2026-06-10 20:50:00-04:00,2026-06-10 20:55:00-04:00,18204.782,ISO-NE System Total,73.12807993821401
2026-06-10 20:55:00,2026-06-10 20:55:00-04:00,2026-06-10 21:00:00-04:00,18115.074,ISO-NE System Total,73.06778517554355
2026-06-10 21:00:00,2026-06-10 21:00:00-04:00,2026-06-10 21:05:00-04:00,18024.226,ISO-NE System Total,71.34986994376321
2026-06-10 21:05:00,2026-06-10 21:05:00-04:00,2026-06-10 21:10:00-04:00,17979.681,ISO-NE System Total,71.31993024827166
2026-06-10 21:10:00,2026-06-10 21:10:00-04:00,2026-06-10 21:15:00-04:00,17812.164,ISO-NE System Total,71.20733830821871
2026-06-10 21:15:00,2026-06-10 21:15:00-04:00,2026-06-10 21:20:00-04:00,17779.368,ISO-NE System Total,71.18529537964444
2026-06-10 21:20:00,2026-06-10 21:20:00-04:00,2026-06-10 21:25:00-04:00,17682.314,ISO-NE System Total,71.12006320529856
