Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,CAPITL,Zone,37.71,37.26,-0.0,0.45
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,CENTRL,Zone,37.75,37.27,-0.0,0.48
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,DUNWOD,Zone,39.69,37.27,-0.0,2.42
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,GENESE,Zone,38.42,37.26,-0.0,1.16
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,H Q,Zone,37.08,37.27,-0.0,-0.19
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,HUD VL,Zone,39.24,37.27,-0.0,1.97
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,LONGIL,Zone,39.58,37.27,-0.0,2.31
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,MHK VL,Zone,38.2,37.27,-0.0,0.93
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,MILLWD,Zone,39.42,37.26,-0.0,2.16
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,N.Y.C.,Zone,39.91,37.26,-0.0,2.65
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,NORTH,Zone,37.12,37.27,-0.0,-0.15
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,NPX,Zone,38.08,37.26,-0.0,0.82
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,O H,Zone,38.05,37.27,-0.0,0.78
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,PJM,Zone,38.49,37.26,-0.0,1.23
2026-07-08 11:00:00-04:00,2026-07-08 11:00:00-04:00,2026-07-08 11:05:00-04:00,REAL_TIME_5_MIN,WEST,Zone,38.94,37.26,-0.0,1.68
